latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
-23.514938,-46.610504,745.0,0,GMT,GMT

time,weather_code (wmo code),temperature_2m_mean (°C),precipitation_sum (mm),wind_speed_10m_max (km/h)
2020-12-01,63,22.2,6.40,16.8
2020-12-02,55,21.7,3.90,13.6
2020-12-03,63,22.9,5.90,23.4
2020-12-04,61,23.1,2.50,20.9
2020-12-05,63,20.5,8.40,22.4
2020-12-06,55,19.8,7.80,18.7
2020-12-07,63,20.3,12.00,20.5
2020-12-08,63,21.1,11.80,15.2
2020-12-09,51,20.4,0.70,18.8
2020-12-10,51,19.7,0.60,20.6
2020-12-11,53,21.2,1.00,14.1
2020-12-12,61,21.8,7.30,15.6
2020-12-13,55,22.7,10.10,22.2
2020-12-14,63,23.7,4.20,19.6
2020-12-15,61,23.4,5.80,15.3
2020-12-16,53,22.6,2.50,22.7
2020-12-17,53,22.9,1.60,14.5
2020-12-18,61,22.7,2.30,16.7
2020-12-19,61,23.5,4.10,18.2
2020-12-20,61,24.7,3.90,17.0
2020-12-21,61,23.3,4.10,21.2
2020-12-22,53,20.7,3.50,23.0
2020-12-23,51,19.4,1.00,22.2
2020-12-24,51,18.9,1.70,23.2
2020-12-25,55,18.5,2.60,20.9
2020-12-26,53,19.2,2.60,17.9
2020-12-27,55,20.0,5.40,14.1
2020-12-28,63,21.1,12.70,15.6
2020-12-29,63,21.6,9.90,14.3
2020-12-30,61,22.6,3.20,20.4
2020-12-31,55,22.4,4.30,24.8
2021-01-01,63,21.2,10.00,19.8
2021-01-02,61,20.1,5.80,19.4
2021-01-03,53,19.6,3.70,21.9
2021-01-04,61,20.4,2.40,15.3
2021-01-05,61,22.3,4.70,12.6
2021-01-06,63,24.1,4.10,18.5
2021-01-07,61,23.8,5.80,20.1
2021-01-08,65,22.6,22.20,17.7
2021-01-09,61,22.1,4.90,20.4
2021-01-10,63,22.3,9.30,18.6
2021-01-11,55,23.0,2.00,15.0
2021-01-12,65,23.6,18.30,11.7
2021-01-13,65,22.7,18.60,20.3
2021-01-14,63,22.3,10.00,21.3
2021-01-15,63,21.4,12.50,15.9
2021-01-16,51,22.5,2.20,15.3
2021-01-17,51,23.8,0.50,21.5
2021-01-18,61,23.7,4.50,17.8
2021-01-19,61,22.5,13.80,10.7
2021-01-20,53,22.8,3.00,18.4
2021-01-21,55,22.0,2.10,18.4
2021-01-22,53,21.9,1.60,15.0
2021-01-23,61,22.3,3.50,13.2
2021-01-24,63,22.1,4.40,14.2
2021-01-25,55,22.7,2.10,13.4
2021-01-26,65,22.6,29.20,14.2
2021-01-27,51,24.6,0.30,21.7
2021-01-28,63,24.1,7.10,18.1
2021-01-29,3,24.3,0.00,15.2
2021-01-30,3,24.9,0.00,16.7
2021-01-31,53,24.8,0.70,10.8
2021-02-01,61,24.0,4.70,11.3
2021-02-02,63,23.7,7.30,13.4
2021-02-03,53,23.0,0.90,14.8
2021-02-04,53,24.8,1.40,19.5
2021-02-05,65,22.3,22.00,20.3
2021-02-06,53,19.8,1.30,21.9
2021-02-07,53,19.3,2.40,23.2
2021-02-08,51,18.7,0.40,22.6
2021-02-09,53,18.9,1.40,20.9
2021-02-10,61,19.7,3.30,21.5
2021-02-11,65,20.2,19.70,12.4
2021-02-12,63,20.6,9.30,11.8
2021-02-13,63,20.6,11.10,14.3
2021-02-14,3,21.3,0.00,17.6
2021-02-15,51,22.0,1.50,19.5
2021-02-16,51,22.3,0.60,17.4
2021-02-17,61,22.3,3.30,11.2
2021-02-18,55,21.7,2.30,16.2
2021-02-19,51,21.2,0.20,19.0
2021-02-20,51,20.9,0.30,20.9
2021-02-21,51,20.7,0.60,21.3
2021-02-22,51,21.4,0.70,19.6
2021-02-23,3,22.4,0.00,12.6
2021-02-24,61,22.2,1.70,16.7
2021-02-25,63,20.9,13.50,14.8
2021-02-26,65,19.3,24.20,11.5
2021-02-27,65,19.8,17.00,16.9
2021-02-28,65,20.8,15.40,15.0
2021-03-01,55,21.4,1.10,15.8
2021-03-02,51,22.3,0.60,13.8
2021-03-03,51,23.3,0.30,14.6
2021-03-04,61,22.4,5.10,21.8
2021-03-05,51,21.4,1.90,31.1
2021-03-06,63,20.5,25.40,18.6
2021-03-07,65,20.1,16.30,17.1
2021-03-08,63,20.2,4.50,13.6
2021-03-09,3,20.3,0.00,15.7
2021-03-10,51,20.3,0.50,16.4
2021-03-11,53,21.0,2.80,18.1
2021-03-12,51,21.9,1.20,18.1
2021-03-13,3,21.9,0.00,17.8
2021-03-14,51,22.2,0.80,11.2
2021-03-15,53,21.4,1.40,15.3
2021-03-16,53,22.0,0.80,15.0
2021-03-17,51,22.8,0.20,14.3
2021-03-18,51,21.7,0.70,15.3
2021-03-19,65,21.2,15.10,16.1
2021-03-20,51,21.8,0.80,16.1
2021-03-21,3,22.7,0.00,9.0
2021-03-22,3,22.4,0.00,17.9
2021-03-23,51,22.5,0.10,17.6
2021-03-24,51,22.6,0.10,15.8
2021-03-25,51,22.2,0.30,15.1
2021-03-26,3,22.6,0.00,12.1
2021-03-27,3,23.5,0.00,12.9
2021-03-28,61,23.2,2.90,12.0
2021-03-29,65,23.0,10.50,17.7
2021-03-30,63,22.0,13.70,21.1
2021-03-31,55,19.1,3.90,20.2
2021-04-01,3,17.7,0.00,21.8
2021-04-02,51,18.2,0.20,20.3
2021-04-03,51,18.1,0.10,22.1
2021-04-04,51,18.9,0.50,20.0
2021-04-05,51,18.9,0.10,21.3
2021-04-06,63,18.3,11.90,18.6
2021-04-07,53,18.9,3.00,18.6
2021-04-08,2,18.5,0.00,20.2
2021-04-09,3,18.8,0.00,16.0
2021-04-10,3,19.7,0.00,14.8
2021-04-11,1,20.4,0.00,15.6
2021-04-12,51,20.9,0.30,21.4
2021-04-13,51,18.8,3.20,19.8
2021-04-14,3,16.7,0.00,20.5
2021-04-15,51,18.2,0.30,17.7
2021-04-16,3,18.7,0.00,13.9
2021-04-17,53,19.6,1.30,12.1
2021-04-18,63,18.6,20.30,16.3
2021-04-19,51,17.6,1.20,21.3
2021-04-20,51,17.5,3.10,23.0
2021-04-21,51,17.2,2.60,20.5
2021-04-22,53,16.2,3.70,22.7
2021-04-23,3,16.5,0.00,17.8
2021-04-24,3,17.6,0.00,12.4
2021-04-25,3,19.1,0.00,13.3
2021-04-26,53,18.8,2.40,13.4
2021-04-27,53,18.1,1.40,17.6
2021-04-28,3,17.3,0.00,21.7
2021-04-29,51,16.1,1.40,19.0
2021-04-30,3,16.0,0.00,20.1
2021-05-01,3,16.0,0.00,17.1
2021-05-02,3,16.7,0.00,16.5
2021-05-03,3,17.5,0.00,16.4
2021-05-04,3,18.9,0.00,13.4
2021-05-05,3,19.0,0.00,14.5
2021-05-06,3,20.6,0.00,15.4
2021-05-07,53,16.4,3.00,23.7
2021-05-08,51,16.1,0.50,18.7
2021-05-09,3,16.5,0.00,20.3
2021-05-10,3,17.0,0.00,18.4
2021-05-11,3,17.8,0.00,21.7
2021-05-12,63,16.6,4.70,20.5
2021-05-13,61,15.0,10.60,19.7
2021-05-14,51,15.3,0.10,16.5
2021-05-15,53,16.0,2.40,14.1
2021-05-16,51,16.7,0.30,13.8
2021-05-17,3,17.0,0.00,17.8
2021-05-18,51,16.2,0.60,17.6
2021-05-19,3,15.9,0.00,11.7
2021-05-20,3,16.3,0.00,14.6
2021-05-21,3,18.0,0.00,16.3
2021-05-22,63,16.9,11.50,18.7
2021-05-23,3,18.5,0.00,28.8
2021-05-24,3,15.2,0.00,18.6
2021-05-25,3,13.9,0.00,11.8
2021-05-26,3,14.2,0.00,13.5
2021-05-27,3,16.9,0.00,14.4
2021-05-28,3,19.4,0.00,19.2
2021-05-29,51,23.1,0.40,35.6
2021-05-30,51,18.8,0.80,11.8
2021-05-31,51,16.9,1.30,15.6
2021-06-01,3,16.1,0.00,10.5
2021-06-02,3,17.5,0.00,15.2
2021-06-03,1,18.3,0.00,15.8
2021-06-04,3,18.4,0.00,12.6
2021-06-05,0,18.8,0.00,14.4
2021-06-06,51,18.3,0.10,13.5
2021-06-07,53,17.6,2.70,12.6
2021-06-08,51,17.0,1.50,17.0
2021-06-09,51,17.9,0.20,15.3
2021-06-10,53,17.9,4.10,18.2
2021-06-11,55,16.4,5.80,17.3
2021-06-12,3,15.0,0.00,15.5
2021-06-13,3,13.9,0.00,16.6
2021-06-14,2,13.4,0.00,15.4
2021-06-15,3,14.6,0.00,15.9
2021-06-16,51,14.7,0.10,18.0
2021-06-17,51,13.8,0.30,15.0
2021-06-18,3,13.5,0.00,15.5
2021-06-19,51,15.1,0.60,16.6
2021-06-20,53,16.5,1.40,28.9
2021-06-21,3,14.6,0.00,12.5
2021-06-22,63,14.6,6.60,15.3
2021-06-23,51,14.5,0.20,16.4
2021-06-24,3,15.2,0.00,17.4
2021-06-25,51,17.8,0.10,15.0
2021-06-26,3,17.9,0.00,12.6
2021-06-27,2,18.6,0.00,18.2
2021-06-28,51,15.5,0.10,19.6
2021-06-29,53,13.0,1.80,19.8
2021-06-30,3,8.3,0.00,13.3
2021-07-01,3,10.1,0.00,17.0
2021-07-02,3,13.8,0.00,14.3
2021-07-03,3,14.3,0.00,18.2
2021-07-04,3,14.2,0.00,17.1
2021-07-05,3,14.6,0.00,16.7
2021-07-06,51,13.8,0.10,16.3
2021-07-07,3,13.6,0.00,15.6
2021-07-08,51,14.5,0.10,18.4
2021-07-09,3,15.0,0.00,16.6
2021-07-10,3,15.6,0.00,14.0
2021-07-11,2,15.9,0.00,17.1
2021-07-12,1,16.4,0.00,14.3
2021-07-13,3,16.7,0.00,13.7
2021-07-14,3,17.3,0.00,17.4
2021-07-15,3,18.6,0.00,23.4
2021-07-16,3,16.8,0.00,21.0
2021-07-17,51,17.7,0.30,20.3
2021-07-18,51,16.9,0.20,20.2
2021-07-19,51,12.1,0.10,12.8
2021-07-20,3,9.6,0.00,15.1
2021-07-21,3,11.9,0.00,10.0
2021-07-22,3,12.3,0.00,16.2
2021-07-23,3,15.2,0.00,16.2
2021-07-24,0,15.9,0.00,12.1
2021-07-25,0,17.2,0.00,16.4
2021-07-26,0,18.3,0.00,18.9
2021-07-27,3,20.6,0.00,24.5
2021-07-28,63,12.6,18.10,18.0
2021-07-29,1,7.3,0.00,19.5
2021-07-30,3,5.8,0.00,18.3
2021-07-31,3,9.2,0.00,19.8
2021-08-01,3,11.2,0.00,17.2
2021-08-02,3,12.9,0.00,12.4
2021-08-03,51,13.1,1.20,20.4
2021-08-04,3,12.6,0.00,17.8
2021-08-05,3,13.5,0.00,22.0
2021-08-06,3,15.1,0.00,19.8
2021-08-07,3,16.1,0.00,13.7
2021-08-08,2,16.7,0.00,13.5
2021-08-09,2,17.8,0.00,12.6
2021-08-10,3,18.5,0.00,14.2
2021-08-11,3,15.6,0.00,21.8
2021-08-12,3,14.1,0.00,21.6
2021-08-13,51,14.8,0.60,23.3
2021-08-14,61,14.8,3.20,16.3
2021-08-15,3,17.4,0.00,17.6
2021-08-16,51,17.1,0.60,19.2
2021-08-17,1,19.5,0.00,17.2
2021-08-18,0,20.9,0.00,12.3
2021-08-19,0,21.4,0.00,13.4
2021-08-20,0,21.7,0.00,14.5
2021-08-21,1,21.1,0.00,16.5
2021-08-22,0,21.5,0.00,17.0
2021-08-23,0,22.0,0.00,16.4
2021-08-24,0,23.1,0.00,14.1
2021-08-25,3,24.2,0.00,17.6
2021-08-26,3,24.1,0.00,25.2
2021-08-27,51,16.6,0.40,22.1
2021-08-28,63,15.4,23.40,20.8
2021-08-29,51,15.8,0.90,17.6
2021-08-30,55,16.5,2.80,23.6
2021-08-31,2,16.3,0.00,23.9
2021-09-01,3,16.2,0.00,22.3
2021-09-02,3,17.7,0.00,19.3
2021-09-03,3,19.9,0.00,13.8
2021-09-04,3,18.8,0.00,19.5
2021-09-05,3,19.8,0.00,26.0
2021-09-06,3,19.5,0.00,21.4
2021-09-07,3,19.5,0.00,22.4
2021-09-08,3,23.0,0.00,23.3
2021-09-09,51,23.4,0.20,19.1
2021-09-10,61,20.9,7.80,15.0
2021-09-11,51,19.5,0.10,16.4
2021-09-12,3,20.3,0.00,16.4
2021-09-13,3,23.7,0.00,20.0
2021-09-14,3,25.8,0.00,28.5
2021-09-15,51,20.6,0.30,22.9
2021-09-16,51,17.8,0.40,24.7
2021-09-17,51,17.5,0.80,19.8
2021-09-18,51,20.9,0.20,18.4
2021-09-19,3,21.2,0.00,18.2
2021-09-20,3,24.1,0.00,20.0
2021-09-21,51,22.7,0.50,32.4
2021-09-22,51,14.5,1.10,25.6
2021-09-23,2,14.1,0.00,21.8
2021-09-24,3,16.6,0.00,22.4
2021-09-25,51,17.7,0.50,18.0
2021-09-26,53,19.5,1.20,11.9
2021-09-27,51,20.8,0.10,17.4
2021-09-28,2,22.0,0.00,21.4
2021-09-29,51,21.4,0.10,25.1
2021-09-30,51,18.6,0.10,21.4
2021-10-01,53,19.6,5.20,19.9
2021-10-02,51,21.0,0.70,19.5
2021-10-03,63,22.1,8.20,16.0
2021-10-04,65,20.2,30.00,16.7
2021-10-05,53,17.0,2.30,16.3
2021-10-06,51,19.3,0.10,19.7
2021-10-07,51,17.7,1.90,20.3
2021-10-08,3,16.4,0.00,20.2
2021-10-09,53,17.0,3.90,23.4
2021-10-10,61,16.4,8.40,21.1
2021-10-11,61,17.1,6.80,20.3
2021-10-12,63,17.6,5.50,18.7
2021-10-13,51,18.9,0.70,18.8
2021-10-14,51,20.9,0.20,21.3
2021-10-15,63,22.4,10.30,21.4
2021-10-16,61,21.2,9.30,23.7
2021-10-17,51,17.2,1.40,20.8
2021-10-18,61,16.9,13.20,21.0
2021-10-19,55,15.0,5.80,23.3
2021-10-20,53,13.7,2.50,24.5
2021-10-21,51,14.9,0.10,19.2
2021-10-22,3,16.6,0.00,22.7
2021-10-23,3,20.0,0.00,21.8
2021-10-24,63,19.4,12.00,23.7
2021-10-25,51,16.8,0.10,22.7
2021-10-26,53,18.1,1.40,21.1
2021-10-27,53,19.4,3.50,21.2
2021-10-28,61,20.1,10.20,17.3
2021-10-29,53,19.0,1.00,20.7
2021-10-30,61,19.0,1.90,18.4
2021-10-31,61,18.1,8.50,16.9
2021-11-01,61,18.7,9.30,18.0
2021-11-02,51,18.6,1.30,23.9
2021-11-03,51,19.1,1.30,18.0
2021-11-04,51,19.4,0.20,17.8
2021-11-05,3,19.0,0.00,17.1
2021-11-06,3,18.8,0.00,15.5
2021-11-07,3,18.3,0.00,21.1
2021-11-08,51,18.1,0.20,22.7
2021-11-09,51,18.0,1.10,21.0
2021-11-10,51,18.6,0.10,26.3
2021-11-11,53,16.7,3.10,21.2
2021-11-12,51,16.1,0.40,26.2
2021-11-13,3,14.8,0.00,23.4
2021-11-14,3,16.3,0.00,23.1
2021-11-15,51,18.2,0.20,17.8
2021-11-16,3,20.3,0.00,18.5
2021-11-17,3,22.2,0.00,20.5
2021-11-18,61,21.6,6.60,20.0
2021-11-19,63,20.1,21.50,23.3
2021-11-20,51,17.9,1.10,23.0
2021-11-21,51,16.3,0.10,17.3
2021-11-22,3,18.3,0.00,15.7
2021-11-23,3,21.3,0.00,20.8
2021-11-24,3,20.0,0.00,19.7
2021-11-25,53,21.8,0.90,16.5
2021-11-26,53,21.8,1.80,34.8
2021-11-27,53,22.3,1.40,23.0
2021-11-28,53,21.8,1.10,24.6
2021-11-29,3,24.5,0.00,23.7
2021-11-30,61,22.6,9.40,24.6
2021-12-01,55,20.8,4.90,19.8
2021-12-02,55,19.6,1.70,18.9
2021-12-03,53,18.9,1.90,23.6
2021-12-04,51,19.3,0.40,23.7
2021-12-05,51,20.1,0.90,21.0
2021-12-06,61,19.4,2.80,22.9
2021-12-07,63,17.3,10.10,31.4
2021-12-08,51,16.6,2.60,25.2
2021-12-09,51,17.0,0.50,21.1
2021-12-10,3,17.5,0.00,24.1
2021-12-11,3,20.8,0.00,20.0
2021-12-12,61,23.5,1.90,14.8
2021-12-13,63,23.0,6.30,14.8
2021-12-14,61,22.5,8.60,14.2
2021-12-15,61,22.8,7.80,15.1
2021-12-16,63,22.8,18.30,16.6
2021-12-17,63,21.5,13.70,21.4
2021-12-18,51,20.5,1.50,26.4
2021-12-19,51,18.6,0.70,22.4
2021-12-20,51,19.1,0.10,18.7
2021-12-21,3,21.1,0.00,17.9
2021-12-22,63,22.3,13.40,22.1
2021-12-23,63,19.6,8.10,27.8
2021-12-24,51,18.3,2.40,22.4
2021-12-25,51,18.1,0.10,18.5
2021-12-26,2,20.8,0.00,16.8
2021-12-27,63,21.3,14.00,22.2
2021-12-28,65,21.2,13.30,12.6
2021-12-29,61,20.7,5.30,20.1
2021-12-30,63,19.4,23.40,14.9
2021-12-31,65,20.0,31.30,19.5
2022-01-01,63,20.5,16.40,24.8
2022-01-02,63,22.1,11.20,13.4
2022-01-03,65,21.8,19.50,18.3
2022-01-04,63,22.1,16.90,23.9
2022-01-05,61,21.9,9.30,24.1
2022-01-06,63,21.2,12.10,23.1
2022-01-07,61,19.4,9.90,24.0
2022-01-08,61,18.8,3.20,26.3
2022-01-09,53,18.1,1.90,23.4
2022-01-10,51,18.8,1.50,13.7
2022-01-11,61,20.4,5.50,12.8
2022-01-12,61,20.8,7.80,14.8
2022-01-13,65,21.7,12.50,21.7
2022-01-14,63,22.4,5.80,12.9
2022-01-15,63,22.6,8.00,11.4
2022-01-16,63,22.7,7.10,16.8
2022-01-17,51,22.8,0.30,15.8
2022-01-18,63,23.5,11.90,13.4
2022-01-19,63,23.5,12.60,12.7
2022-01-20,51,23.4,0.70,13.7
2022-01-21,51,22.6,0.20,17.4
2022-01-22,51,22.0,0.10,19.2
2022-01-23,3,23.8,0.00,20.9
2022-01-24,55,23.7,2.20,21.8
2022-01-25,61,23.5,4.10,15.6
2022-01-26,51,23.9,0.90,17.4
2022-01-27,51,23.7,1.10,24.5
2022-01-28,63,21.1,9.00,19.7
2022-01-29,65,19.6,36.50,18.6
2022-01-30,63,20.3,40.80,20.0
2022-01-31,63,20.5,22.00,28.5
2022-02-01,63,21.4,10.80,19.3
2022-02-02,63,20.9,8.90,12.4
2022-02-03,65,21.5,12.10,14.0
2022-02-04,61,22.4,2.00,21.2
2022-02-05,63,23.4,4.70,23.7
2022-02-06,63,22.9,6.80,23.7
2022-02-07,55,20.8,7.20,23.2
2022-02-08,53,20.2,1.70,21.7
2022-02-09,3,19.2,0.00,21.1
2022-02-10,51,19.1,0.10,22.5
2022-02-11,55,19.4,2.30,23.7
2022-02-12,53,20.0,2.30,20.6
2022-02-13,51,21.2,0.60,19.0
2022-02-14,53,22.7,0.50,16.3
2022-02-15,63,21.4,5.20,18.2
2022-02-16,51,20.6,0.30,19.2
2022-02-17,63,20.0,17.00,15.6
2022-02-18,63,19.5,7.10,18.1
2022-02-19,61,19.8,2.80,20.5
2022-02-20,61,21.7,2.40,14.3
2022-02-21,51,22.5,0.10,13.2
2022-02-22,1,23.1,0.00,17.6
2022-02-23,65,22.8,10.00,21.0
2022-02-24,51,22.1,0.80,19.3
2022-02-25,3,22.5,0.00,16.0
2022-02-26,3,21.8,0.00,19.6
2022-02-27,51,22.4,0.30,15.5
2022-02-28,3,24.3,0.00,16.3
2022-03-01,65,24.5,15.20,19.7
2022-03-02,51,23.2,0.60,17.1
2022-03-03,51,23.4,0.90,14.8
2022-03-04,63,22.7,5.70,12.5
2022-03-05,53,23.4,0.90,9.8
2022-03-06,63,23.3,6.20,15.0
2022-03-07,55,23.7,1.20,9.6
2022-03-08,3,23.8,0.00,22.7
2022-03-09,53,23.2,1.10,16.1
2022-03-10,51,23.9,0.80,15.1
2022-03-11,53,23.2,1.60,20.0
2022-03-12,63,21.7,21.50,16.3
2022-03-13,61,21.9,3.50,15.2
2022-03-14,63,21.5,12.10,13.9
2022-03-15,65,21.2,19.50,14.7
2022-03-16,63,22.1,14.20,20.2
2022-03-17,61,23.3,2.00,24.5
2022-03-18,51,23.9,0.80,13.2
2022-03-19,65,23.2,20.80,19.3
2022-03-20,63,19.4,12.70,24.9
2022-03-21,51,17.8,0.40,23.7
2022-03-22,51,18.1,0.10,23.7
2022-03-23,51,20.3,0.40,17.6
2022-03-24,3,22.7,0.00,23.7
2022-03-25,51,24.1,0.10,24.3
2022-03-26,51,23.2,0.70,24.7
2022-03-27,63,21.9,16.50,9.7
2022-03-28,61,20.6,5.60,17.3
2022-03-29,53,21.0,0.70,14.6
2022-03-30,51,22.4,0.20,19.5
2022-03-31,61,20.0,3.50,31.3
2022-04-01,53,17.4,4.60,21.2
2022-04-02,53,18.4,2.40,22.4
2022-04-03,55,20.4,1.30,23.3
2022-04-04,51,22.8,0.50,17.2
2022-04-05,61,21.3,5.30,18.3
2022-04-06,51,19.9,0.10,19.8
2022-04-07,51,19.3,0.10,20.6
2022-04-08,63,21.1,11.10,16.8
2022-04-09,53,21.8,2.50,18.3
2022-04-10,3,20.4,0.00,18.0
2022-04-11,3,20.6,0.00,16.8
2022-04-12,65,21.7,9.50,19.9
2022-04-13,53,21.5,1.10,19.1
2022-04-14,61,19.8,6.10,26.7
2022-04-15,51,16.1,1.50,21.2
2022-04-16,51,15.2,0.10,17.3
2022-04-17,51,15.5,0.80,17.9
2022-04-18,51,15.8,0.10,18.7
2022-04-19,3,17.0,0.00,18.5
2022-04-20,3,17.8,0.00,16.3
2022-04-21,3,18.4,0.00,13.0
2022-04-22,51,18.8,0.20,21.6
2022-04-23,3,21.5,0.00,42.7
2022-04-24,3,19.3,0.00,18.6
2022-04-25,3,20.3,0.00,19.3
2022-04-26,3,21.4,0.00,11.3
2022-04-27,2,22.0,0.00,16.2
2022-04-28,2,22.9,0.00,16.8
2022-04-29,63,19.6,10.80,20.7
2022-04-30,63,18.5,3.80,17.5
2022-05-01,51,21.2,1.20,21.1
2022-05-02,51,20.9,0.30,20.0
2022-05-03,3,21.9,0.00,22.7
2022-05-04,63,18.4,6.70,30.1
2022-05-05,51,14.3,0.90,23.0
2022-05-06,51,15.7,0.20,17.5
2022-05-07,51,14.5,0.20,18.4
2022-05-08,51,16.3,0.30,20.1
2022-05-09,3,17.0,0.00,17.0
2022-05-10,3,16.5,0.00,14.2
2022-05-11,51,18.0,0.40,24.0
2022-05-12,55,17.6,3.40,18.5
2022-05-13,51,17.2,0.10,19.4
2022-05-14,3,18.3,0.00,17.7
2022-05-15,61,18.5,4.20,26.7
2022-05-16,51,17.8,0.20,23.7
2022-05-17,51,14.3,0.10,26.2
2022-05-18,3,9.6,0.00,41.4
2022-05-19,53,10.4,0.60,29.3
2022-05-20,3,10.7,0.00,11.5
2022-05-21,3,12.8,0.00,13.5
2022-05-22,3,13.9,0.00,12.8
2022-05-23,3,15.1,0.00,12.5
2022-05-24,0,15.9,0.00,11.4
2022-05-25,0,16.2,0.00,12.9
2022-05-26,1,17.1,0.00,14.7
2022-05-27,3,17.8,0.00,16.7
2022-05-28,3,17.9,0.00,14.6
2022-05-29,2,19.1,0.00,25.0
2022-05-30,51,20.5,0.20,23.6
2022-05-31,61,16.4,6.00,18.5
2022-06-01,61,17.6,5.30,12.6
2022-06-02,53,17.8,2.40,20.0
2022-06-03,51,15.4,1.90,18.7
2022-06-04,51,15.2,1.10,20.4
2022-06-05,3,16.0,0.00,19.4
2022-06-06,3,16.7,0.00,16.7
2022-06-07,3,17.5,0.00,17.6
2022-06-08,63,16.3,9.50,12.8
2022-06-09,51,15.9,0.10,10.3
2022-06-10,63,17.4,10.30,23.0
2022-06-11,51,14.9,1.30,14.5
2022-06-12,3,12.4,0.00,13.0
2022-06-13,3,11.2,0.00,18.0
2022-06-14,3,12.2,0.00,17.7
2022-06-15,51,13.7,0.30,13.2
2022-06-16,3,15.2,0.00,9.2
2022-06-17,3,16.2,0.00,22.7
2022-06-18,63,16.3,8.80,23.5
2022-06-19,51,14.5,1.00,17.7
2022-06-20,63,15.0,8.30,17.3
2022-06-21,3,16.7,0.00,13.6
2022-06-22,3,18.9,0.00,19.9
2022-06-23,0,18.6,0.00,18.4
2022-06-24,3,17.6,0.00,8.5
2022-06-25,51,15.5,0.50,22.0
2022-06-26,51,14.6,0.50,17.1
2022-06-27,3,14.3,0.00,18.6
2022-06-28,3,15.0,0.00,16.5
2022-06-29,1,17.6,0.00,37.0
2022-06-30,3,15.7,0.00,14.0
2022-07-01,3,14.2,0.00,13.0
2022-07-02,0,17.4,0.00,21.3
2022-07-03,0,17.5,0.00,12.1
2022-07-04,0,17.7,0.00,11.4
2022-07-05,1,16.9,0.00,17.4
2022-07-06,3,16.2,0.00,13.4
2022-07-07,3,17.7,0.00,20.3
2022-07-08,3,17.2,0.00,11.3
2022-07-09,3,16.0,0.00,15.8
2022-07-10,3,16.7,0.00,18.8
2022-07-11,3,17.8,0.00,23.7
2022-07-12,3,19.6,0.00,28.0
2022-07-13,51,15.4,1.20,18.7
2022-07-14,3,17.9,0.00,23.1
2022-07-15,3,19.3,0.00,24.9
2022-07-16,3,20.0,0.00,25.5
2022-07-17,3,20.1,0.00,27.2
2022-07-18,3,17.2,0.00,17.7
2022-07-19,3,19.2,0.00,16.2
2022-07-20,51,17.5,0.30,16.9
2022-07-21,3,18.1,0.00,14.4
2022-07-22,3,17.6,0.00,9.4
2022-07-23,3,18.0,0.00,11.6
2022-07-24,3,17.9,0.00,13.5
2022-07-25,3,17.7,0.00,13.2
2022-07-26,3,16.6,0.00,18.8
2022-07-27,3,17.6,0.00,14.8
2022-07-28,3,18.5,0.00,23.2
2022-07-29,63,17.6,7.00,27.6
2022-07-30,51,13.0,0.10,14.3
2022-07-31,3,12.7,0.00,16.5
2022-08-01,3,15.8,0.00,21.0
2022-08-02,1,17.6,0.00,14.3
2022-08-03,3,16.6,0.00,17.7
2022-08-04,3,18.9,0.00,21.4
2022-08-05,51,19.7,0.50,25.6
2022-08-06,3,15.2,0.00,19.5
2022-08-07,51,16.6,0.10,17.4
2022-08-08,61,17.4,17.10,20.2
2022-08-09,61,17.0,4.00,17.2
2022-08-10,61,15.1,8.80,39.1
2022-08-11,51,12.7,1.90,27.7
2022-08-12,3,13.8,0.00,20.7
2022-08-13,3,15.2,0.00,18.2
2022-08-14,1,16.1,0.00,12.2
2022-08-15,0,18.3,0.00,19.1
2022-08-16,3,20.5,0.00,26.0
2022-08-17,3,17.2,0.00,19.6
2022-08-18,3,20.7,0.00,35.3
2022-08-19,53,12.0,4.20,25.3
2022-08-20,51,10.5,0.10,26.4
2022-08-21,3,12.1,0.00,23.5
2022-08-22,3,12.9,0.00,18.4
2022-08-23,3,13.8,0.00,18.7
2022-08-24,3,16.1,0.00,19.5
2022-08-25,3,17.7,0.00,15.9
2022-08-26,3,18.9,0.00,19.6
2022-08-27,2,19.9,0.00,10.8
2022-08-28,51,18.7,0.20,25.9
2022-08-29,51,12.9,0.90,28.8
2022-08-30,51,12.1,0.60,25.6
2022-08-31,3,13.5,0.00,22.4
2022-09-01,0,15.4,0.00,12.7
2022-09-02,3,19.3,0.00,19.2
2022-09-03,53,16.1,1.00,24.5
2022-09-04,65,12.3,19.80,24.5
2022-09-05,51,14.1,0.60,24.9
2022-09-06,3,15.6,0.00,24.4
2022-09-07,63,15.7,20.40,25.1
2022-09-08,3,20.2,0.00,18.2
2022-09-09,3,23.2,0.00,19.4
2022-09-10,3,21.2,0.00,23.9
2022-09-11,3,13.7,0.00,18.9
2022-09-12,3,16.3,0.00,20.1
2022-09-13,53,19.3,2.80,26.3
2022-09-14,53,16.9,4.20,16.7
2022-09-15,61,14.9,6.50,20.3
2022-09-16,51,14.1,1.50,22.6
2022-09-17,51,13.1,0.40,23.4
2022-09-18,3,13.1,0.00,21.2
2022-09-19,3,15.0,0.00,18.6
2022-09-20,61,18.1,4.70,23.1
2022-09-21,63,17.3,6.90,18.3
2022-09-22,63,18.0,8.90,19.5
