latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
-23.514938,-46.610504,745.0,0,GMT,GMT

time,weather_code (wmo code),temperature_2m_mean (°C),precipitation_sum (mm),wind_speed_10m_max (km/h)
2022-09-23,3,15.9,0.00,20.4
2022-09-24,0,12.1,0.00,18.3
2022-09-25,3,13.7,0.00,22.4
2022-09-26,63,15.7,10.00,13.0
2022-09-27,63,18.1,13.70,20.4
2022-09-28,61,15.0,16.70,22.4
2022-09-29,55,14.1,5.60,21.9
2022-09-30,61,14.8,8.80,21.6
2022-10-01,61,17.1,3.90,24.7
2022-10-02,51,16.6,0.10,16.4
2022-10-03,63,16.5,7.90,18.3
2022-10-04,51,16.9,1.20,17.7
2022-10-05,51,17.7,0.10,18.5
2022-10-06,51,20.8,1.10,20.9
2022-10-07,63,20.1,13.50,37.7
2022-10-08,3,18.9,0.00,11.3
2022-10-09,61,19.0,3.70,20.0
2022-10-10,55,17.7,8.30,9.8
2022-10-11,63,20.2,4.30,18.7
2022-10-12,53,20.5,0.60,10.2
2022-10-13,3,21.4,0.00,25.3
2022-10-14,51,19.0,0.40,30.0
2022-10-15,53,18.3,2.00,22.2
2022-10-16,63,19.0,18.00,23.5
2022-10-17,51,19.1,0.50,18.0
2022-10-18,55,18.0,3.20,17.3
2022-10-19,63,19.5,5.80,17.8
2022-10-20,51,21.3,0.20,12.8
2022-10-21,61,21.1,3.90,31.1
2022-10-22,63,20.0,9.10,26.6
2022-10-23,51,17.8,0.40,20.9
2022-10-24,53,18.3,2.40,21.8
2022-10-25,51,18.4,0.30,19.8
2022-10-26,3,19.2,0.00,17.2
2022-10-27,3,22.6,0.00,21.7
2022-10-28,65,21.4,29.50,18.1
2022-10-29,63,22.0,6.10,29.4
2022-10-30,63,22.0,6.70,26.7
2022-10-31,63,21.4,18.70,28.5
2022-11-01,53,16.3,5.50,29.4
2022-11-02,53,12.8,5.10,28.1
2022-11-03,53,12.7,3.10,24.0
2022-11-04,3,13.1,0.00,21.1
2022-11-05,51,13.9,0.90,21.3
2022-11-06,51,14.0,0.30,21.3
2022-11-07,51,14.7,1.70,20.9
2022-11-08,3,14.8,0.00,24.1
2022-11-09,51,17.3,0.20,25.0
2022-11-10,51,18.7,0.30,21.7
2022-11-11,63,19.4,8.10,17.4
2022-11-12,51,19.8,1.50,21.4
2022-11-13,3,20.9,0.00,18.4
2022-11-14,63,22.3,7.50,27.9
2022-11-15,53,21.0,1.80,21.6
2022-11-16,3,18.4,0.00,24.5
2022-11-17,1,17.4,0.00,22.4
2022-11-18,51,17.7,0.40,22.3
2022-11-19,51,17.6,0.20,23.6
2022-11-20,51,19.3,0.90,16.9
2022-11-21,53,21.0,0.60,17.7
2022-11-22,53,21.8,2.00,19.6
2022-11-23,65,21.7,14.60,19.6
2022-11-24,63,19.3,15.80,22.0
2022-11-25,51,17.6,2.30,27.4
2022-11-26,61,17.4,4.00,16.2
2022-11-27,63,18.3,4.00,23.4
2022-11-28,63,19.3,22.60,22.2
2022-11-29,65,19.4,24.70,21.7
2022-11-30,61,20.2,4.30,19.0
2022-12-01,65,21.3,21.80,22.3
2022-12-02,65,22.4,17.90,16.0
2022-12-03,63,22.4,13.10,13.4
2022-12-04,65,21.7,14.20,17.9
2022-12-05,61,21.4,14.00,20.8
2022-12-06,65,21.0,25.20,24.6
2022-12-07,55,21.0,4.40,17.7
2022-12-08,51,20.8,0.20,12.2
2022-12-09,3,21.9,0.00,18.8
2022-12-10,3,21.8,0.00,18.2
2022-12-11,61,23.8,1.60,19.7
2022-12-12,61,23.3,2.50,31.6
2022-12-13,63,20.3,15.10,21.7
2022-12-14,3,17.8,0.00,18.8
2022-12-15,51,18.0,0.60,20.0
2022-12-16,53,19.5,2.50,19.8
2022-12-17,53,18.7,1.50,23.5
2022-12-18,51,19.0,1.20,25.0
2022-12-19,61,18.3,11.20,22.3
2022-12-20,65,18.6,30.40,18.9
2022-12-21,55,17.6,6.70,24.8
2022-12-22,53,17.3,3.40,23.0
2022-12-23,55,18.1,1.50,24.2
2022-12-24,55,19.2,2.20,18.9
2022-12-25,63,20.1,10.20,16.1
2022-12-26,63,21.1,12.60,20.0
2022-12-27,61,21.2,7.70,16.6
2022-12-28,63,21.4,6.00,29.2
2022-12-29,63,20.8,20.40,23.3
2022-12-30,61,19.9,7.40,20.4
2022-12-31,63,20.5,9.20,16.6
2023-01-01,61,21.0,5.70,17.9
2023-01-02,53,21.6,2.20,16.1
2023-01-03,63,21.6,8.80,24.0
2023-01-04,63,21.2,13.30,23.7
2023-01-05,63,17.3,20.10,22.0
2023-01-06,53,16.9,2.00,21.2
2023-01-07,51,17.0,1.10,21.8
2023-01-08,51,18.0,0.30,20.7
2023-01-09,61,19.2,4.90,21.8
2023-01-10,65,20.0,16.60,17.9
2023-01-11,53,20.4,3.60,23.9
2023-01-12,55,21.4,3.20,24.0
2023-01-13,63,21.7,10.40,28.2
2023-01-14,53,23.2,1.80,31.1
2023-01-15,53,23.9,1.40,16.1
2023-01-16,63,23.1,13.70,13.6
2023-01-17,61,23.0,5.60,14.4
2023-01-18,63,22.1,7.60,17.4
2023-01-19,63,21.4,7.10,16.6
2023-01-20,63,20.4,19.30,15.3
2023-01-21,51,20.6,1.60,17.3
2023-01-22,51,22.5,0.80,19.5
2023-01-23,65,22.2,17.90,15.5
2023-01-24,53,21.2,3.00,17.9
2023-01-25,51,21.6,0.20,19.9
2023-01-26,3,20.8,0.00,22.4
2023-01-27,51,20.0,0.60,18.9
2023-01-28,61,22.0,3.20,13.2
2023-01-29,63,21.9,9.00,21.9
2023-01-30,63,21.5,8.70,21.1
2023-01-31,63,22.4,10.00,22.5
2023-02-01,61,22.3,8.20,14.5
2023-02-02,61,22.6,10.20,17.9
2023-02-03,51,22.4,0.60,24.6
2023-02-04,61,22.1,7.90,30.3
2023-02-05,53,22.4,2.50,25.7
2023-02-06,63,21.8,9.40,19.3
2023-02-07,63,20.5,25.00,12.9
2023-02-08,61,20.7,4.50,15.5
2023-02-09,55,21.2,1.90,15.3
2023-02-10,65,21.7,18.50,15.2
2023-02-11,61,21.0,4.60,15.0
2023-02-12,63,21.0,16.20,22.1
2023-02-13,53,22.0,3.40,19.3
2023-02-14,61,22.5,5.00,22.9
2023-02-15,61,23.7,2.20,26.8
2023-02-16,61,22.9,3.40,29.6
2023-02-17,51,23.5,0.40,33.2
2023-02-18,55,21.5,2.00,27.4
2023-02-19,63,18.4,44.30,25.4
2023-02-20,63,21.0,9.90,14.8
2023-02-21,63,21.1,15.30,20.7
2023-02-22,61,21.0,3.90,15.3
2023-02-23,65,21.0,23.70,14.4
2023-02-24,63,21.8,5.20,20.3
2023-02-25,53,23.0,1.30,26.1
2023-02-26,51,23.7,0.60,21.9
2023-02-27,53,22.3,2.40,21.9
2023-02-28,65,20.9,15.90,14.6
2023-03-01,53,21.3,1.00,14.8
2023-03-02,51,21.9,0.10,15.2
2023-03-03,61,22.8,2.80,11.8
2023-03-04,63,22.6,9.90,18.1
2023-03-05,63,21.7,5.50,26.0
2023-03-06,61,21.2,9.80,22.7
2023-03-07,63,21.8,3.60,19.8
2023-03-08,65,22.2,9.30,14.4
2023-03-09,63,22.4,8.80,11.8
2023-03-10,65,21.4,19.90,18.1
2023-03-11,63,20.5,18.40,17.1
2023-03-12,63,20.6,14.20,11.6
2023-03-13,65,20.8,24.90,16.8
2023-03-14,65,21.1,12.80,14.5
2023-03-15,53,21.1,1.90,18.8
2023-03-16,51,20.4,0.30,21.3
2023-03-17,51,19.8,0.50,17.1
2023-03-18,3,20.2,0.00,16.1
2023-03-19,51,22.0,0.40,17.8
2023-03-20,51,22.4,0.80,13.8
2023-03-21,3,21.1,0.00,16.3
2023-03-22,3,21.3,0.00,19.2
2023-03-23,3,21.4,0.00,17.7
2023-03-24,51,22.1,0.50,14.1
2023-03-25,3,22.1,0.00,14.5
2023-03-26,51,23.7,0.10,20.0
2023-03-27,63,20.9,17.00,22.6
2023-03-28,51,20.3,0.40,19.0
2023-03-29,63,21.9,9.20,14.6
2023-03-30,51,22.4,0.20,16.1
2023-03-31,65,21.9,10.10,19.1
2023-04-01,51,20.7,0.30,19.1
2023-04-02,51,18.5,0.40,18.5
2023-04-03,51,18.1,0.20,16.6
2023-04-04,51,19.5,0.30,17.6
2023-04-05,51,18.7,0.10,19.4
2023-04-06,55,19.6,2.20,19.5
2023-04-07,61,18.8,15.50,15.5
2023-04-08,61,19.1,3.80,20.2
2023-04-09,51,18.7,0.90,19.0
2023-04-10,1,17.6,0.00,20.4
2023-04-11,51,18.1,0.10,15.5
2023-04-12,51,19.5,1.30,12.0
2023-04-13,55,21.1,2.40,14.1
2023-04-14,61,19.8,8.30,12.8
2023-04-15,63,19.4,5.70,19.1
2023-04-16,51,19.9,0.10,16.2
2023-04-17,65,20.4,19.80,23.5
2023-04-18,61,20.6,8.40,31.0
2023-04-19,65,20.1,32.20,25.0
2023-04-20,3,16.0,0.00,22.7
2023-04-21,3,14.2,0.00,18.1
2023-04-22,3,15.9,0.00,17.7
2023-04-23,3,17.4,0.00,17.5
2023-04-24,51,17.2,0.40,20.3
2023-04-25,3,17.3,0.00,11.7
2023-04-26,61,18.3,4.30,22.2
2023-04-27,53,19.0,1.80,18.1
2023-04-28,53,17.4,2.90,13.9
2023-04-29,53,17.3,1.70,16.2
2023-04-30,51,19.1,0.20,20.0
2023-05-01,51,19.6,0.40,13.1
2023-05-02,51,19.2,0.90,13.5
2023-05-03,3,19.6,0.00,14.6
2023-05-04,3,20.4,0.00,11.3
2023-05-05,3,20.0,0.00,15.7
2023-05-06,3,20.1,0.00,15.5
2023-05-07,3,19.8,0.00,11.9
2023-05-08,3,20.4,0.00,11.5
2023-05-09,51,19.5,0.10,17.1
2023-05-10,61,19.0,6.10,15.3
2023-05-11,51,18.3,0.80,20.5
2023-05-12,51,15.7,1.00,17.8
2023-05-13,51,14.6,0.10,19.0
2023-05-14,3,15.2,0.00,14.7
2023-05-15,3,14.8,0.00,11.5
2023-05-16,3,15.1,0.00,17.2
2023-05-17,51,14.9,0.40,17.9
2023-05-18,3,14.0,0.00,14.6
2023-05-19,3,13.9,0.00,14.5
2023-05-20,3,15.2,0.00,12.2
2023-05-21,3,15.5,0.00,13.3
2023-05-22,3,17.3,0.00,14.5
2023-05-23,3,16.7,0.00,15.6
2023-05-24,3,16.9,0.00,17.1
2023-05-25,3,18.7,0.00,14.5
2023-05-26,3,18.9,0.00,12.9
2023-05-27,3,19.1,0.00,17.4
2023-05-28,51,18.0,1.90,25.5
2023-05-29,51,16.0,0.80,22.5
2023-05-30,3,16.1,0.00,23.1
2023-05-31,65,15.7,36.60,13.7
2023-06-01,51,16.2,1.10,11.4
2023-06-02,3,15.5,0.00,13.0
2023-06-03,3,16.3,0.00,13.8
2023-06-04,3,15.5,0.00,10.7
2023-06-05,3,15.7,0.00,14.7
2023-06-06,3,14.7,0.00,11.8
2023-06-07,3,15.3,0.00,11.2
2023-06-08,3,15.3,0.00,7.1
2023-06-09,0,16.0,0.00,17.7
2023-06-10,0,17.2,0.00,20.4
2023-06-11,0,18.7,0.00,26.6
2023-06-12,3,18.2,0.00,21.2
2023-06-13,51,16.0,1.20,20.5
2023-06-14,61,15.7,13.90,14.6
2023-06-15,61,15.6,12.80,17.3
2023-06-16,3,13.9,0.00,25.0
2023-06-17,51,11.6,0.10,14.9
2023-06-18,3,12.3,0.00,14.0
2023-06-19,3,13.0,0.00,16.0
2023-06-20,3,14.6,0.00,15.9
2023-06-21,1,14.9,0.00,13.0
2023-06-22,3,15.7,0.00,15.6
2023-06-23,3,16.2,0.00,15.8
2023-06-24,2,17.3,0.00,13.2
2023-06-25,0,17.1,0.00,11.2
2023-06-26,0,17.2,0.00,11.6
2023-06-27,0,16.8,0.00,19.4
2023-06-28,0,17.2,0.00,22.6
2023-06-29,51,16.1,0.20,19.2
2023-06-30,3,16.4,0.00,15.3
2023-07-01,51,16.5,0.80,17.1
2023-07-02,3,15.4,0.00,16.6
2023-07-03,51,14.4,0.10,18.0
2023-07-04,3,12.8,0.00,16.6
2023-07-05,3,13.9,0.00,14.3
2023-07-06,0,14.8,0.00,13.8
2023-07-07,3,16.1,0.00,16.0
2023-07-08,3,17.2,0.00,29.3
2023-07-09,63,16.8,13.90,17.1
2023-07-10,51,17.1,0.40,16.6
2023-07-11,3,19.1,0.00,16.8
2023-07-12,3,19.5,0.00,27.2
2023-07-13,3,20.5,0.00,43.1
2023-07-14,3,13.3,0.00,21.3
2023-07-15,3,12.6,0.00,18.1
2023-07-16,3,14.7,0.00,14.2
2023-07-17,3,16.6,0.00,15.4
2023-07-18,51,15.4,0.70,20.1
2023-07-19,53,14.9,2.70,21.1
2023-07-20,3,15.7,0.00,25.8
2023-07-21,3,16.2,0.00,18.8
2023-07-22,3,16.4,0.00,14.0
2023-07-23,2,17.0,0.00,9.7
2023-07-24,1,18.5,0.00,12.1
2023-07-25,2,18.8,0.00,11.2
2023-07-26,1,19.2,0.00,16.5
2023-07-27,51,17.7,0.20,19.2
2023-07-28,55,19.4,1.10,21.7
2023-07-29,51,15.2,0.30,21.2
2023-07-30,3,14.6,0.00,16.6
2023-07-31,3,16.4,0.00,12.3
2023-08-01,3,17.1,0.00,14.9
2023-08-02,3,18.7,0.00,8.4
2023-08-03,0,18.7,0.00,19.2
2023-08-04,3,16.4,0.00,10.7
2023-08-05,3,17.8,0.00,16.1
2023-08-06,0,19.0,0.00,11.4
2023-08-07,0,22.0,0.00,21.9
2023-08-08,51,17.0,0.70,25.9
2023-08-09,65,17.9,15.60,27.7
2023-08-10,51,19.2,0.10,14.1
2023-08-11,2,20.4,0.00,19.8
2023-08-12,51,18.1,0.60,19.4
2023-08-13,51,15.6,0.30,22.9
2023-08-14,3,15.3,0.00,16.4
2023-08-15,3,17.9,0.00,19.5
2023-08-16,51,19.2,0.10,13.9
2023-08-17,3,19.7,0.00,12.8
2023-08-18,3,21.0,0.00,21.7
2023-08-19,3,20.8,0.00,25.8
2023-08-20,3,18.5,0.00,18.1
2023-08-21,3,20.0,0.00,25.4
2023-08-22,3,19.9,0.00,21.3
2023-08-23,3,24.3,0.00,28.9
2023-08-24,51,25.4,0.20,33.7
2023-08-25,55,18.9,2.20,25.3
2023-08-26,61,13.6,8.40,23.9
2023-08-27,53,11.6,3.90,21.6
2023-08-28,55,12.6,2.00,18.4
2023-08-29,51,14.6,1.00,19.6
2023-08-30,3,16.4,0.00,20.0
2023-08-31,3,16.1,0.00,16.1
2023-09-01,3,15.7,0.00,18.9
2023-09-02,61,20.7,3.50,24.3
2023-09-03,61,23.1,6.20,22.7
2023-09-04,3,24.6,0.00,30.8
2023-09-05,51,21.3,0.40,23.0
2023-09-06,51,16.5,1.20,25.2
2023-09-07,3,17.8,0.00,22.6
2023-09-08,3,21.1,0.00,23.4
2023-09-09,51,21.3,0.40,29.2
2023-09-10,3,19.8,0.00,17.9
2023-09-11,3,21.2,0.00,14.3
2023-09-12,0,23.3,0.00,15.9
2023-09-13,2,24.3,0.00,25.9
2023-09-14,61,21.0,6.50,25.3
2023-09-15,51,15.0,0.30,25.4
2023-09-16,3,18.6,0.00,20.1
2023-09-17,0,22.1,0.00,15.4
2023-09-18,3,23.7,0.00,16.0
2023-09-19,3,23.4,0.00,17.4
2023-09-20,3,21.2,0.00,17.1
2023-09-21,51,21.2,0.20,19.4
2023-09-22,3,24.1,0.00,19.8
2023-09-23,51,23.6,0.20,18.5
2023-09-24,3,26.8,0.00,18.1
2023-09-25,55,23.3,1.00,20.3
2023-09-26,63,25.1,2.90,22.3
2023-09-27,61,26.1,4.80,39.0
2023-09-28,63,15.8,12.50,24.5
2023-09-29,3,16.8,0.00,20.5
2023-09-30,61,19.5,2.70,25.6
2023-10-01,65,20.0,44.40,22.9
2023-10-02,65,18.2,12.90,18.5
2023-10-03,51,19.6,0.10,12.5
2023-10-04,3,22.8,0.00,27.1
2023-10-05,61,22.5,3.50,25.0
2023-10-06,3,23.2,0.00,20.3
2023-10-07,51,25.0,0.10,34.5
2023-10-08,63,21.9,21.60,14.9
2023-10-09,63,20.6,30.10,19.0
2023-10-10,51,18.5,0.40,21.9
2023-10-11,3,21.8,0.00,21.3
2023-10-12,63,23.1,11.90,22.9
2023-10-13,53,17.0,5.50,21.6
2023-10-14,51,15.8,1.90,20.9
2023-10-15,3,17.8,0.00,19.3
2023-10-16,3,22.3,0.00,13.4
2023-10-17,61,21.1,5.20,25.1
2023-10-18,55,19.1,3.90,21.6
2023-10-19,51,17.3,0.90,19.7
2023-10-20,51,16.7,0.40,22.3
2023-10-21,51,17.5,1.20,21.4
2023-10-22,3,18.4,0.00,19.8
2023-10-23,3,20.7,0.00,22.5
2023-10-24,51,23.9,0.20,26.3
2023-10-25,61,20.6,7.60,17.4
2023-10-26,63,19.2,14.30,17.9
2023-10-27,61,19.7,4.50,17.9
2023-10-28,51,22.9,0.50,32.0
2023-10-29,63,23.6,13.70,33.7
2023-10-30,61,23.3,2.20,19.7
2023-10-31,63,22.9,7.60,26.2
2023-11-01,61,19.6,8.80,23.6
2023-11-02,51,18.3,0.30,20.6
2023-11-03,65,22.0,12.30,32.9
2023-11-04,51,21.5,1.10,24.8
2023-11-05,3,17.1,0.00,20.5
2023-11-06,3,16.1,0.00,22.4
2023-11-07,3,17.8,0.00,18.4
2023-11-08,0,21.3,0.00,13.2
2023-11-09,51,24.1,0.30,18.8
2023-11-10,65,22.6,10.30,15.6
2023-11-11,3,25.7,0.00,21.8
2023-11-12,3,27.8,0.00,17.1
2023-11-13,3,28.5,0.00,21.7
2023-11-14,53,26.2,1.60,28.5
2023-11-15,51,26.6,0.30,16.3
2023-11-16,63,25.8,4.70,29.5
2023-11-17,51,27.9,0.20,21.1
2023-11-18,51,28.2,0.70,32.7
2023-11-19,63,22.9,14.40,22.2
2023-11-20,55,20.8,4.00,23.3
2023-11-21,61,22.5,2.60,15.7
2023-11-22,63,24.2,11.00,26.1
2023-11-23,65,23.4,20.30,24.7
2023-11-24,61,18.7,9.70,27.4
2023-11-25,51,16.1,2.00,18.2
2023-11-26,53,18.0,1.70,19.2
2023-11-27,63,20.2,14.60,14.7
2023-11-28,61,22.0,6.50,19.2
2023-11-29,61,22.2,9.60,29.6
2023-11-30,51,22.9,0.60,21.9
2023-12-01,51,22.8,0.20,19.0
2023-12-02,3,23.3,0.00,16.9
2023-12-03,3,24.3,0.00,21.1
2023-12-04,51,23.3,0.20,22.1
2023-12-05,55,22.9,3.20,19.8
2023-12-06,55,23.7,1.20,16.4
2023-12-07,65,26.0,17.20,19.5
2023-12-08,63,23.2,7.60,26.6
2023-12-09,51,19.3,1.40,23.3
2023-12-10,51,19.5,0.60,20.8
2023-12-11,63,20.8,8.50,24.7
2023-12-12,51,19.4,0.50,19.3
2023-12-13,3,20.6,0.00,21.4
2023-12-14,3,22.7,0.00,20.5
2023-12-15,3,24.5,0.00,23.1
2023-12-16,51,24.7,0.80,14.7
2023-12-17,51,24.7,1.20,17.3
2023-12-18,51,23.6,0.10,23.4
2023-12-19,55,22.4,1.10,27.2
2023-12-20,3,21.3,0.00,27.4
2023-12-21,55,22.3,3.40,18.1
2023-12-22,63,23.7,8.70,19.4
2023-12-23,65,23.3,11.70,17.3
2023-12-24,51,23.9,0.90,21.6
2023-12-25,3,25.2,0.00,21.2
2023-12-26,65,23.4,11.40,22.7
2023-12-27,51,20.4,0.20,22.9
2023-12-28,1,21.4,0.00,20.4
2023-12-29,3,25.2,0.00,25.4
2023-12-30,51,22.6,1.00,24.8
2023-12-31,53,20.7,1.10,24.2
2024-01-01,51,21.2,0.30,21.0
2024-01-02,53,21.8,2.50,19.7
2024-01-03,65,22.0,32.70,16.6
2024-01-04,53,21.6,3.20,26.1
2024-01-05,51,21.1,1.70,22.7
2024-01-06,51,21.5,0.30,18.3
2024-01-07,51,22.4,0.40,17.4
2024-01-08,51,25.1,0.20,18.2
2024-01-09,53,24.8,0.60,13.9
2024-01-10,63,24.2,16.70,15.1
2024-01-11,63,24.9,9.30,25.5
2024-01-12,53,23.0,2.80,22.2
2024-01-13,65,20.6,37.70,23.6
2024-01-14,51,21.7,0.50,14.6
2024-01-15,3,24.4,0.00,24.5
2024-01-16,51,25.5,1.20,22.5
2024-01-17,51,25.9,1.00,22.8
2024-01-18,51,25.2,0.40,17.6
2024-01-19,63,24.5,17.10,23.9
2024-01-20,63,23.5,7.60,26.9
2024-01-21,61,22.2,9.10,26.3
2024-01-22,51,20.6,1.20,22.8
2024-01-23,61,18.5,10.90,27.5
2024-01-24,63,18.1,11.00,21.0
2024-01-25,63,18.2,10.80,28.5
2024-01-26,51,18.0,2.20,22.6
2024-01-27,55,19.7,2.60,15.9
2024-01-28,63,20.0,5.30,15.1
2024-01-29,51,21.9,0.20,23.3
2024-01-30,51,23.0,0.30,16.9
2024-01-31,63,22.4,6.90,12.7
2024-02-01,61,20.5,3.60,17.1
2024-02-02,65,20.2,13.70,16.0
2024-02-03,51,21.3,0.30,12.6
2024-02-04,63,21.9,5.40,25.3
2024-02-05,51,21.8,0.20,16.1
2024-02-06,51,21.9,0.30,17.1
2024-02-07,3,22.5,0.00,23.5
2024-02-08,3,22.4,0.00,20.2
2024-02-09,3,23.1,0.00,22.9
2024-02-10,3,23.5,0.00,22.3
2024-02-11,51,23.7,0.10,22.6
2024-02-12,61,24.5,2.10,23.2
2024-02-13,63,25.5,10.80,28.9
2024-02-14,63,22.1,29.30,19.3
2024-02-15,63,20.0,14.20,20.9
2024-02-16,51,20.0,0.30,19.0
2024-02-17,61,19.9,4.10,15.7
2024-02-18,63,20.5,6.30,14.2
2024-02-19,61,21.6,2.10,16.9
2024-02-20,65,20.5,26.40,15.9
2024-02-21,65,20.8,22.80,22.4
2024-02-22,55,22.3,3.10,17.1
2024-02-23,63,23.7,6.00,18.4
2024-02-24,63,23.3,6.60,16.6
2024-02-25,61,22.7,3.10,18.9
2024-02-26,53,22.6,2.30,19.1
2024-02-27,3,24.2,0.00,21.7
2024-02-28,61,24.4,5.20,19.9
2024-02-29,63,23.6,6.40,15.9
2024-03-01,63,22.6,7.80,20.9
2024-03-02,51,21.2,0.20,18.4
2024-03-03,3,22.0,0.00,16.6
2024-03-04,3,23.2,0.00,18.4
2024-03-05,65,23.0,22.50,21.2
2024-03-06,65,21.3,19.30,19.7
2024-03-07,61,21.9,2.60,19.8
2024-03-08,63,22.6,10.20,20.3
2024-03-09,61,23.8,3.20,25.1
2024-03-10,53,23.3,3.50,17.4
2024-03-11,51,21.9,0.40,19.7
2024-03-12,3,20.0,0.00,22.0
2024-03-13,3,22.5,0.00,20.4
2024-03-14,3,24.0,0.00,16.3
2024-03-15,3,25.1,0.00,16.1
2024-03-16,3,25.8,0.00,16.7
2024-03-17,63,26.1,9.70,20.7
2024-03-18,63,23.6,9.60,18.8
2024-03-19,53,23.7,1.10,20.4
2024-03-20,51,24.3,0.50,13.6
2024-03-21,63,25.4,10.00,29.6
2024-03-22,53,20.5,4.60,28.5
2024-03-23,53,17.8,8.30,26.0
2024-03-24,61,19.0,13.30,16.3
2024-03-25,51,20.2,0.30,20.0
2024-03-26,53,19.3,0.80,19.5
2024-03-27,51,19.3,0.40,15.8
2024-03-28,61,19.0,9.10,12.1
2024-03-29,61,20.3,4.70,12.9
2024-03-30,51,20.8,0.30,16.6
2024-03-31,3,20.1,0.00,15.1
2024-04-01,3,20.1,0.00,17.0
2024-04-02,51,21.7,0.10,10.6
2024-04-03,3,21.8,0.00,15.9
2024-04-04,3,22.2,0.00,15.7
2024-04-05,3,21.7,0.00,17.5
2024-04-06,51,19.5,0.90,17.9
2024-04-07,51,21.0,1.30,19.7
2024-04-08,53,21.0,2.00,11.8
2024-04-09,53,21.7,4.60,16.6
2024-04-10,51,21.4,0.10,15.9
2024-04-11,61,20.6,4.00,19.3
2024-04-12,51,20.7,0.10,19.2
2024-04-13,51,20.8,0.10,15.8
2024-04-14,53,21.4,2.00,10.8
2024-04-15,61,21.4,8.20,13.7
2024-04-16,51,23.4,0.10,15.5
2024-04-17,65,22.7,16.10,22.6
2024-04-18,63,18.2,14.10,20.9
2024-04-19,3,16.0,0.00,18.4
2024-04-20,3,17.1,0.00,18.8
2024-04-21,3,18.9,0.00,9.7
2024-04-22,3,19.8,0.00,16.4
2024-04-23,3,20.7,0.00,17.4
2024-04-24,3,21.3,0.00,15.2
2024-04-25,51,21.1,0.40,17.1
2024-04-26,51,21.8,0.10,14.6
2024-04-27,3,22.7,0.00,17.4
2024-04-28,2,23.9,0.00,22.4
2024-04-29,51,22.9,0.10,10.0
2024-04-30,2,23.7,0.00,13.0
2024-05-01,3,23.6,0.00,14.8
2024-05-02,1,24.1,0.00,25.3
2024-05-03,3,23.3,0.00,11.7
2024-05-04,2,23.1,0.00,18.2
2024-05-05,3,22.4,0.00,13.7
2024-05-06,0,22.0,0.00,15.3
2024-05-07,3,23.3,0.00,13.7
2024-05-08,2,24.2,0.00,25.0
2024-05-09,51,22.7,0.10,22.5
2024-05-10,51,22.8,0.20,16.1
2024-05-11,3,22.8,0.00,21.7
2024-05-12,3,23.2,0.00,21.9
2024-05-13,3,23.9,0.00,34.9
2024-05-14,55,19.7,2.70,17.4
2024-05-15,53,17.3,1.70,15.3
2024-05-16,3,20.4,0.00,23.0
2024-05-17,3,23.5,0.00,25.9
2024-05-18,3,21.9,0.00,16.3
2024-05-19,51,20.5,0.20,15.7
2024-05-20,53,20.0,1.60,18.2
2024-05-21,3,18.8,0.00,14.9
2024-05-22,3,20.5,0.00,14.3
2024-05-23,1,20.8,0.00,22.0
2024-05-24,51,20.7,0.40,30.6
2024-05-25,51,17.3,1.10,21.6
2024-05-26,61,14.9,7.90,17.1
2024-05-27,63,16.8,22.30,19.3
2024-05-28,51,17.6,0.20,31.0
2024-05-29,3,13.0,0.00,23.5
2024-05-30,3,11.7,0.00,16.8
2024-05-31,3,13.7,0.00,17.3
2024-06-01,3,15.4,0.00,17.1
2024-06-02,3,16.1,0.00,13.8
2024-06-03,51,16.8,0.10,15.4
2024-06-04,51,15.8,0.50,22.9
2024-06-05,51,16.8,0.60,15.8
2024-06-06,3,16.5,0.00,10.5
2024-06-07,3,16.7,0.00,11.4
2024-06-08,1,17.6,0.00,12.3
2024-06-09,3,18.1,0.00,17.0
2024-06-10,3,19.8,0.00,19.4
2024-06-11,3,18.4,0.00,10.5
2024-06-12,0,18.6,0.00,12.7
2024-06-13,0,17.3,0.00,20.3
2024-06-14,3,19.3,0.00,25.1
2024-06-15,3,20.2,0.00,22.0
2024-06-16,3,19.3,0.00,12.0
2024-06-17,3,20.2,0.00,24.7
2024-06-18,3,19.1,0.00,25.4
2024-06-19,1,18.7,0.00,24.2
2024-06-20,3,17.7,0.00,11.2
2024-06-21,3,17.5,0.00,14.0
2024-06-22,3,18.6,0.00,23.6
2024-06-23,3,21.3,0.00,24.9
2024-06-24,1,21.0,0.00,25.0
2024-06-25,51,17.9,0.40,18.6
2024-06-26,3,20.4,0.00,30.2
2024-06-27,51,19.8,1.00,22.1
2024-06-28,3,19.7,0.00,29.1
2024-06-29,53,18.5,1.90,19.0
2024-06-30,51,14.0,1.50,15.8
2024-07-01,51,13.5,0.20,16.3
2024-07-02,3,15.8,0.00,11.3
2024-07-03,0,17.1,0.00,17.5
2024-07-04,3,18.7,0.00,14.0
2024-07-05,3,18.0,0.00,13.7
2024-07-06,51,16.8,0.20,18.9
2024-07-07,3,17.9,0.00,21.4
2024-07-08,51,14.9,0.60,16.1
2024-07-09,63,13.3,20.00,13.7
2024-07-10,63,16.5,11.20,23.9
2024-07-11,3,17.9,0.00,9.8
2024-07-12,51,16.7,0.70,23.7
2024-07-13,51,13.7,0.10,19.6
2024-07-14,3,16.9,0.00,19.9
